"DIVISÃO DO FABRICANTE";"SERVERIDADE DO FABRICANTE";"CATEGORIA DO FABRICANTE";"NOME DO EVENTO";"THRESHOLD";"IMPACTO";"AÇÃO RECOMENDADA";"ZABBIX TRIGGER";"FAMÍLIA DO EQUIPAMENTO";"AUTENTICAÇÃO INICIAL/RENOVAÇÃO";"POLÍTICA DE REDIRECIONAMENTO";"COMANDO CURL POSSÍVEL";"OBSERVAÇÕES PARA USO"
"Protocols";"Degraded";"NFS";"NFS Service";"down";"Access impact";"Restart service";"last(/host/nfs.status)=0";"ECS";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$USER:$PASS"" -H ""Accept: application/json"" -c ""$ECS_COOKIE_FILE"" -D ""$ECS_HEADERS_FILE"" ""https://$HOST:4443/login""";"Em coleta autenticada, 302 sem follow ou 401 depois de follow pode indicar token expirado: refazer /login. Não encaminhar X-SDS-AUTH-TOKEN para destino fora da allowlist. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-SDS-AUTH-TOKEN: $TOKEN"" ""https://$HOST:4443/vdc/alerts""";"Autenticar ao iniciar. Extrair X-SDS-AUTH-TOKEN de $ECS_HEADERS_FILE para $TOKEN (ou reutilizar $ECS_COOKIE_FILE); renovar somente quando expirar. Aplicável somente quando ECS NFS estiver configurado; confirmar endpoint NFS específico da release."
"Protocols";"Degraded";"SMB";"SMB Service";"down";"Access impact";"Restart service";"last(/host/smb.status)=0";"ECS";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$USER:$PASS"" -H ""Accept: application/json"" -c ""$ECS_COOKIE_FILE"" -D ""$ECS_HEADERS_FILE"" ""https://$HOST:4443/login""";"Em coleta autenticada, 302 sem follow ou 401 depois de follow pode indicar token expirado: refazer /login. Não encaminhar X-SDS-AUTH-TOKEN para destino fora da allowlist. Nunca usar --location-trusted.";"NÃO APLICÁVEL";"Autenticar ao iniciar. Extrair X-SDS-AUTH-TOKEN de $ECS_HEADERS_FILE para $TOKEN (ou reutilizar $ECS_COOKIE_FILE); renovar somente quando expirar. ECS não oferece SMB como protocolo base; marcar não aplicável."
"Security";"Critical";"Audit";"Audit Disabled";"Any";"Compliance risk";"Enable audit";"last(/host/audit.enabled)=0";"ECS";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$USER:$PASS"" -H ""Accept: application/json"" -c ""$ECS_COOKIE_FILE"" -D ""$ECS_HEADERS_FILE"" ""https://$HOST:4443/login""";"Em coleta autenticada, 302 sem follow ou 401 depois de follow pode indicar token expirado: refazer /login. Não encaminhar X-SDS-AUTH-TOKEN para destino fora da allowlist. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-SDS-AUTH-TOKEN: $TOKEN"" ""https://$HOST:4443/vdc/events""";"Autenticar ao iniciar. Extrair X-SDS-AUTH-TOKEN de $ECS_HEADERS_FILE para $TOKEN (ou reutilizar $ECS_COOKIE_FILE); renovar somente quando expirar. Eventos ajudam na auditoria; validar também configuração de audit/syslog da release."
"Security";"Critical";"Admin";"Unauthorized Admin";"Any";"Security breach";"Investigate";"change(/host/admin.count)>0";"ECS";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$USER:$PASS"" -H ""Accept: application/json"" -c ""$ECS_COOKIE_FILE"" -D ""$ECS_HEADERS_FILE"" ""https://$HOST:4443/login""";"Em coleta autenticada, 302 sem follow ou 401 depois de follow pode indicar token expirado: refazer /login. Não encaminhar X-SDS-AUTH-TOKEN para destino fora da allowlist. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-SDS-AUTH-TOKEN: $TOKEN"" ""https://$HOST:4443/vdc/events""";"Autenticar ao iniciar. Extrair X-SDS-AUTH-TOKEN de $ECS_HEADERS_FILE para $TOKEN (ou reutilizar $ECS_COOKIE_FILE); renovar somente quando expirar. Filtrar eventos administrativos e correlacionar usuário/ação/resultado; contagem de admins não basta."
"Security";"Critical";"Certificate";"Certificate Expiring";"<30d";"Security risk";"Renew";"last(/host/cert.days)<30";"ECS";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$USER:$PASS"" -H ""Accept: application/json"" -c ""$ECS_COOKIE_FILE"" -D ""$ECS_HEADERS_FILE"" ""https://$HOST:4443/login""";"Em coleta autenticada, 302 sem follow ou 401 depois de follow pode indicar token expirado: refazer /login. Não encaminhar X-SDS-AUTH-TOKEN para destino fora da allowlist. Nunca usar --location-trusted.";"curl -sS -vI --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST:4443/""";"Autenticar ao iniciar. Extrair X-SDS-AUTH-TOKEN de $ECS_HEADERS_FILE para $TOKEN (ou reutilizar $ECS_COOKIE_FILE); renovar somente quando expirar. O detalhe do certificado aparece em stderr; para cálculo de dias, preferir item web.certificate do Zabbix ou OpenSSL."
"Security";"Critical";"Ransomware";"Ransomware Pattern";"auth deletes";"Cyber risk";"Escalate";"count(/host/auth.failed,5m)>50";"ECS";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$USER:$PASS"" -H ""Accept: application/json"" -c ""$ECS_COOKIE_FILE"" -D ""$ECS_HEADERS_FILE"" ""https://$HOST:4443/login""";"Em coleta autenticada, 302 sem follow ou 401 depois de follow pode indicar token expirado: refazer /login. Não encaminhar X-SDS-AUTH-TOKEN para destino fora da allowlist. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-SDS-AUTH-TOKEN: $TOKEN"" ""https://$HOST:4443/vdc/alerts""";"Autenticar ao iniciar. Extrair X-SDS-AUTH-TOKEN de $ECS_HEADERS_FILE para $TOKEN (ou reutilizar $ECS_COOKIE_FILE); renovar somente quando expirar. Não existe regra genérica confiável; usar alerta nativo ou SIEM/analytics com regra aprovada."
"Hardware";"Critical";"Cluster";"Cluster Down";">5m";"Outage";"Failover/repair";"last(/host/controller.status)=0";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""sessionKey: $SESSION_KEY"" ""https://$HOST/api/show/system""";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. Obter $SESSION_KEY em /api/login/$HASH e aceitar a coleta somente se status[0].return-code for 0."
"Hardware";"Degraded (cluster)";"Controller";"Controller Down";">5m";"Outage";"Failover/repair";"last(/host/controller.status)=0";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""sessionKey: $SESSION_KEY"" ""https://$HOST/api/show/controllers""";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. Obter $SESSION_KEY em /api/login/$HASH e aceitar a coleta somente se status[0].return-code for 0."
"Hardware";"Critical";"Disk";"Multiple Disk Failure";"1 failed";"Data risk";"Replace disk";"last(/host/disks.failed)>1";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""sessionKey: $SESSION_KEY"" ""https://$HOST/api/show/disks""";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. Obter $SESSION_KEY em /api/login/$HASH e aceitar a coleta somente se status[0].return-code for 0."
"Hardware";"Critical";"PSU";"Power Supply Failure";"Any";"Redundancy loss";"Replace PSU";"last(/host/psu.status)=0";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""sessionKey: $SESSION_KEY"" ""https://$HOST/api/show/power-supplies""";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. Obter $SESSION_KEY em /api/login/$HASH e aceitar a coleta somente se status[0].return-code for 0."
"Hardware";"Degraded";"Fan";"Fan Failure";"Any";"Cooling reduced";"Replace fan";"last(/host/fan.status)=0";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""sessionKey: $SESSION_KEY"" ""https://$HOST/api/show/fans""";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. Se show fans não existir no firmware, validar show fan-modules e show sensor-status."
"Hardware";"Major";"Temperature";"High Temp";">40C";"Stress";"Check cooling";"avg(/host/temp,10m)>40";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""sessionKey: $SESSION_KEY"" ""https://$HOST/api/show/sensor-status""";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. Confirmar sensor, unidade, status e limite do fabricante."
"Performance";"Major";"Latency";"SMB latency";">20 ms";"Slow apps";"Tune workload";"avg(/host/latency,15m)>15";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"NÃO APLICÁVEL";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. PowerVault ME é storage de bloco e não fornece SMB diretamente."
"Performance";"Major";"Latency";"NFS latency";">20 ms";"Slow apps";"Tune workload";"avg(/host/latency,15m)>15";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"NÃO APLICÁVEL";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. PowerVault ME é storage de bloco; NFS deve ser monitorado no servidor/NAS que exporta o filesystem."
"Performance";"Major";"Latency";"NFS retransmissions";">1% of calls";"Slow apps";"Tune workload";"avg(/host/latency,15m)>15";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"NÃO APLICÁVEL";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. Coletar no cliente/servidor NFS, não no PowerVault ME."
"Performance";"Major";"Latency";"CPU utilization";">80%";"Slow apps";"Tune workload";"avg(/host/cpu,15m)>80";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""sessionKey: $SESSION_KEY"" ""https://$HOST/api/show/controller-statistics""";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. Obter $SESSION_KEY em /api/login/$HASH e aceitar a coleta somente se status[0].return-code for 0."
"Performance";"Major";"Latency";"Storage utilization";">85%";"Slow apps";"Tune workload";"avg(/host/latency,15m)>15";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""sessionKey: $SESSION_KEY"" ""https://$HOST/api/show/pool-statistics""";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. Complementar com show volume-statistics e disk-statistics conforme o escopo."
"Performance";"Major";"Latency";"Network utilization";">80% link capacity";"Slow apps";"Tune workload";"avg(/host/latency,15m)>15";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""sessionKey: $SESSION_KEY"" ""https://$HOST/api/show/host-port-statistics""";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. Para SAS, validar também show host-phy-statistics; confirmar se contadores são cumulativos."
"Performance";"Major";"Latency";"Packet loss";">0.1%";"Slow apps";"Tune workload";"avg(/host/latency,15m)>15";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""sessionKey: $SESSION_KEY"" ""https://$HOST/api/show/host-port-statistics""";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. Usar erros/descartes e tráfego total; para SAS, validar show host-phy-statistics."
"Capacity";"Critical";"CPU";"Controller CPU";">95%";"Service impact";"Investigate";"avg(/host/cpu,15m)>95";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""sessionKey: $SESSION_KEY"" ""https://$HOST/api/show/controller-statistics""";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. Obter $SESSION_KEY em /api/login/$HASH e aceitar a coleta somente se status[0].return-code for 0."
"Capacity";"Major";"Volume";"Volume Usage";">80%";"Growth risk";"Plan capacity";"last(/host/volume.used)>80";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""sessionKey: $SESSION_KEY"" ""https://$HOST/api/show/volumes""";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. Confirmar total, alocado e provisionamento thin; complementar com volume-statistics para desempenho."
"Capacity";"Major";"Pool";"Pool Usage";">90%";"Capacity risk";"Expand pool";"last(/host/pool.used)>90";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""sessionKey: $SESSION_KEY"" ""https://$HOST/api/show/pools""";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. Obter $SESSION_KEY em /api/login/$HASH e aceitar a coleta somente se status[0].return-code for 0."
"Capacity";"Critical";"Pool";"Pool Full";">95%";"Service impact";"Emergency expansion";"last(/host/pool.used)>95";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""sessionKey: $SESSION_KEY"" ""https://$HOST/api/show/pools""";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. Calcular percentual com grandezas da mesma base e validar oversubscription thin."
"Replication";"Critical";"DR";"Replication Failed";">15m";"DR unavailable";"Restore";"last(/host/repl.status)=0";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""sessionKey: $SESSION_KEY"" ""https://$HOST/api/show/replication-sets""";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. Obter $SESSION_KEY em /api/login/$HASH e aceitar a coleta somente se status[0].return-code for 0."
"Replication";"Major";"Lag";"Replication Lag";">1h";"Recovery risk";"Investigate";"last(/host/repl.lag)>3600";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""sessionKey: $SESSION_KEY"" ""https://$HOST/api/show/replication-snapshot-history""";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. Validar timestamps, último sucesso e atraso por replication set."
"Protocols";"Degraded";"NFS";"NFS Service";"down";"Access impact";"Restart service";"last(/host/nfs.status)=0";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"NÃO APLICÁVEL";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. PowerVault ME não exporta NFS diretamente."
"Protocols";"Degraded";"SMB";"SMB Service";"down";"Access impact";"Restart service";"last(/host/smb.status)=0";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"NÃO APLICÁVEL";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. PowerVault ME não exporta SMB diretamente."
"Security";"Critical";"Audit";"Audit Disabled";"Any";"Compliance risk";"Enable audit";"last(/host/audit.enabled)=0";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""sessionKey: $SESSION_KEY"" ""https://$HOST/api/show/syslog-parameters""";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. Mostra encaminhamento de logs, não necessariamente auditoria completa; combinar com show events."
"Security";"Critical";"Admin";"Unauthorized Admin";"Any";"Security breach";"Investigate";"change(/host/admin.count)>0";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""sessionKey: $SESSION_KEY"" ""https://$HOST/api/show/sessions""";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. Complementar com show users e show events; uma sessão válida não é automaticamente não autorizada."
"Security";"Critical";"Certificate";"Certificate Expiring";"<30d";"Security risk";"Renew";"last(/host/cert.days)<30";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""sessionKey: $SESSION_KEY"" ""https://$HOST/api/show/certificate""";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. Obter $SESSION_KEY em /api/login/$HASH e aceitar a coleta somente se status[0].return-code for 0."
"Security";"Critical";"Ransomware";"Ransomware Pattern";"auth deletes";"Cyber risk";"Escalate";"count(/host/auth.failed,5m)>50";"PowerVault ME4/ME5";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST/api/login/$HASH""";"Não encaminhar sessionKey automaticamente para outra controladora. Validar scheme HTTPS, host e porta do Location e repetir somente para endpoint allowlisted. Nunca usar --location-trusted.";"NÃO APLICÁVEL";"Autenticar ao iniciar, extrair $SESSION_KEY da resposta e reutilizá-la; renovar somente quando expirar. Array de bloco não observa operações de arquivo; detectar no host, aplicação, backup ou SIEM."
"Hardware";"Critical";"Cluster";"Cluster Down";">5m";"Outage";"Failover/repair";"last(/host/controller.status)=0";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-DD-AUTH-TOKEN: $DD_TOKEN"" ""https://$HOST:3009/rest/v1.0/dd-systems/$DD_UUID""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. Autenticar antes em POST /rest/v1.0/auth; capturar X-DD-AUTH-TOKEN e X-DD-UUID. Confirmar cada resource em https://$HOST/api/ para o DDOS instalado."
"Hardware";"Degraded (cluster)";"Controller";"Controller Down";">5m";"Outage";"Failover/repair";"last(/host/controller.status)=0";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-DD-AUTH-TOKEN: $DD_TOKEN"" ""https://$HOST:3009/rest/v1.0/dd-systems/$DD_UUID/$DD_RESOURCE_VALIDADO""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. Autenticar antes em POST /rest/v1.0/auth; capturar X-DD-AUTH-TOKEN e X-DD-UUID. Confirmar cada resource em https://$HOST/api/ para o DDOS instalado. Selecionar o resource de hardware/controladora publicado pela versão."
"Hardware";"Critical";"Disk";"Multiple Disk Failure";"1 failed";"Data risk";"Replace disk";"last(/host/disks.failed)>1";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-DD-AUTH-TOKEN: $DD_TOKEN"" ""https://$HOST:3009/rest/v1.0/dd-systems/$DD_UUID/$DD_RESOURCE_VALIDADO""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. Autenticar antes em POST /rest/v1.0/auth; capturar X-DD-AUTH-TOKEN e X-DD-UUID. Confirmar cada resource em https://$HOST/api/ para o DDOS instalado. Selecionar o resource de hardware/discos publicado pela versão."
